CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2016,0.929779239,,,1.05,,1.06,,1,,1.01,,0.99,,1.06,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2016,0.852236053,,,0.87,,0.88,,0.9,,0.93,,1.07,,,,,,,,,,,,,,,,,,,,,,,,
,,4/1/2016,0.461430902,,,0.46,,0.81,,1.04,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2015,0.678737233,,,0.72,,0.73,,0.86,,0.79,,1.03,,1.07,,0.95,,1.08,,,,,,,,,,,,,,,,,,
,,9/30/2015,0.745778395,,,0.82,,0.81,,0.73,,0.91,,1.03,,1.14,,0.89,,,,,,,,,,,,,,,,,,,,
,,6/30/2015,0.852236053,,,0.88,,0.86,,0.98,,1,,1.1,,1.04,,,,,,,,,,,,,,,,,,,,,,
,,3/27/2015,0.92510912,,,1,,1.01,,1.03,,0.79,,1.02,,0.68,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2014,0.698419968,,,0.57,,0.6,,0.4,,1,,0.74,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2014,0.555808656,,,0.7,,0.73,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2014,0.902853261,,,1.04,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2014,0.561443067,,,0.71,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2013,1.079201256,,,1.31,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2013,0.431670767,,,0.71,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2013,0.569237918,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2013,0.233804189,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2012,0.65,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2012,0.65,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2012,0.71,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2012,0.68,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2011,0.68,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/23/2011,0.84,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/24/2011,1,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/25/2011,0.9,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2010,0.93,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/24/2010,0.61,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/25/2010,0.54,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/26/2010,0.25,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2009,0.12,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/25/2009,0.04,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/26/2009,-0.24,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2009,-0.27,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2008,-0.2,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/26/2008,0.17,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/27/2008,0.44,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2008,0.33,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2007,0.43,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2007,0.35,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2007,0.33,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2007,0.31,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/29/2006,0.42,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2006,0.35,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2006,0.33,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2006,0.16,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2005,0.11,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/23/2005,0.1,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/24/2005,0.22,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/24/2005,0.2,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2004,0.21,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/24/2004,0.08,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/25/2004,0.13,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2004,0.04,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2003,0.03,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/26/2003,-0.06,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2003,-0.13,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2003,-0.17,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2002,-0.1,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/27/2002,-0.12,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2002,0.02,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2002,-0.23,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2001,-0.415,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2001,-0.415,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2001,-0.1,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2001,-0.1,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/29/2000,0.235,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2000,0.235,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2000,0.155,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2000,0.155,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/1999,0.03,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/1999,0.03,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/1999,0.03,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
